t,P
0.0,511123.8177451689
20.489358166827852,1081343.6452783768
40.978716333655704,813151.5050718144
61.46807450048355,1032697.7051243795
81.95743266731141,1587677.4999206457
102.44679083413926,1215921.4737050214
122.9361490009671,988294.6144167507
143.42550716779496,1028756.5300097053
163.91486533462282,2788128.3404948898
184.40422350145067,1353736.0675155744
204.89358166827853,932373.4341786447
225.38293983510638,1424129.6468713102
245.8722980019342,914447.3894199257
266.36165616876207,844539.1478499421
286.8510143355899,743191.7488608382
307.3403725024178,56306.736915522546
327.82973066924563,833541.5997343652
348.3190888360735,673944.0416045074
368.80844700290135,836073.5245238307
389.2978051697292,1141968.580374655
409.78716333655706,1323967.0028903582
430.2765215033849,220934.8141538389
450.76587967021277,1292442.5270903306
471.25523783704057,1195267.5795178895
491.7445960038684,1115662.069110207
512.2339541706963,505399.01922875585
532.7233123375241,1351319.462595855
553.212670504352,2306166.890037747
573.7020286711798,1256504.7932436864
594.1913868380077,1065930.3892552175
614.6807450048356,898370.8068797194
635.1701031716634,657188.8584230132
655.6594613384913,1484588.5343576812
676.1488195053191,1095929.1707256616
696.638177672147,876123.079470376
717.1275358389748,471194.09009898297
737.6168940058027,454706.14687598334
758.1062521726305,211811.65690669688
778.5956103394584,1843071.9588922292
799.0849685062863,863565.7155243878
819.5743266731141,465179.54566880444
840.063684839942,2391156.6841054885
860.5530430067698,458691.23240379756
881.0424011735977,1302110.4440856024
901.5317593404255,1539615.8440450642
922.0211175072533,271506.58407876117
942.5104756740811,1482226.6819091733
962.999833840909,1023669.6389045354
983.4891920077368,2043018.54278466
1003.9785501745647,1493450.8089288867
1024.4679083413926,801766.5982397548
1044.9572665082205,751130.20218095
1065.4466246750483,1483899.8878210227
1085.9359828418762,1241984.7827106637
1106.425341008704,3182339.6459267572
1126.914699175532,982684.7745519718
1147.4040573423597,1450884.7968504634
1167.8934155091877,2134442.972232306
1188.3827736760154,1805224.9743498678
1208.8721318428434,3085997.3841480166
1229.3614900096711,1494748.5910432362
1249.8508481764989,819097.4871938871
1270.3402063433268,2388501.7000417872
1290.8295645101546,1063136.3410589476
1311.3189226769825,1313226.2585566482
1331.8082808438103,2998297.8430453744
1352.2976390106382,966930.7043680447
1372.786997177466,673146.6751737194
1393.276355344294,745991.390330269
1413.7657135111217,1627749.3732076932
1434.2550716779497,1471325.5776354375
1454.7444298447774,931563.9410118496
1475.2337880116054,422059.53984711925
1495.7231461784331,1239017.900657017
1516.212504345261,1385926.2392592933
1536.7018625120888,1838920.2454438766
1557.1912206789168,944098.9860833592
1577.6805788457445,1764368.0790811991
1598.1699370125725,1126565.684073879
1618.6592951794003,1997097.663003316
1639.1486533462282,530392.8892834069
1659.638011513056,1253709.2337060657
1680.127369679884,1305777.3182507132
1700.6167278467117,1890023.8658719743
1721.1060860135397,686347.2478382149
1741.5954441803674,426229.49629419827
1762.0848023471954,1230493.3323115534
1782.574160514023,1000524.4102659757
1803.063518680851,1024798.5134054356
1823.5528768476788,916667.7076497782
1844.0422350145066,2362142.302500474
1864.5315931813345,1482972.6319933834
1885.0209513481623,758429.4527045233
1905.5103095149902,1927930.0827060253
1925.999667681818,1070047.9776035843
1946.489025848646,2258824.5363791375
1966.9783840154737,776174.0143420562
1987.4677421823017,1828592.1279410927
2007.9571003491294,1095395.522306945
2028.4464585159574,627422.2167314105
2048.935816682785,1566864.6539106988
2069.425174849613,654083.1961780748
2089.914533016441,460656.41259914206
2110.4038911832686,1207176.2644975302
2130.8932493500965,979052.1645325449
2151.3826075169245,1115525.5928035143
2171.8719656837525,412390.5230848032
2192.36132385058,1262022.90119373
2212.850682017408,412507.51732721005
2233.340040184236,1084283.509006211
2253.829398351064,508463.2337977836
2274.3187565178914,1528293.3942921988
2294.8081146847194,1237953.1605589178
2315.2974728515474,638862.8885455116
2335.7868310183753,1078383.1869785686
2356.276189185203,842225.0128485071
2376.765547352031,1375019.900937121
2397.254905518859,1107421.1135771445
2417.7442636856867,592095.5298243598
2438.2336218525143,520037.4585917833
