t,P
0.0,704658.4204421786
29.50794984874217,877866.9949745602
59.01589969748434,1021908.1299528051
88.52384954622651,1141847.9969311645
118.03179939496869,1318520.599775875
147.53974924371084,1293224.7694188629
177.04769909245303,1298590.677625848
206.5556489411952,1289650.471209005
236.06359878993737,1286967.5778135094
265.57154863867953,1295614.9871120944
295.0794984874217,1252176.4787060157
324.5874483361639,1221387.2584232735
354.09539818490606,1229127.7549446062
383.6033480336482,1207703.4859509591
413.1112978823904,1274775.9287116805
442.6192477311326,1257289.3474256115
472.12719757987475,1305231.3047608458
501.6351474286169,1307243.8087534632
531.1430972773591,1276829.244939786
560.6510471261013,1282474.1039215967
590.1589969748434,1315157.5026889686
619.6669468235856,1354725.673178466
649.1748966723278,1370996.022503327
678.6828465210699,1342499.8640056485
708.1907963698121,1334534.0529311274
737.6987462185543,1335949.5632931627
767.2066960672964,1334807.0744660338
796.7146459160386,1355012.0895433666
826.2225957647807,1360216.0306930915
855.730545613523,1356412.5735869417
885.2384954622652,1330461.4478889767
914.7464453110073,1317007.6233436456
944.2543951597495,1280194.882506424
973.7623450084916,1269332.360960036
1003.2702948572338,1267841.4746469052
1032.778244705976,1318699.0003567268
1062.2861945547181,1295132.5498913173
1091.7941444034602,1320590.4422930928
1121.3020942522026,1307902.0175017146
1150.8100441009447,1312985.250878309
1180.3179939496868,1296996.163404328
1209.825943798429,1348636.9574865007
1239.3338936471712,1358540.1374653587
1268.8418434959133,1371253.7507784073
1298.3497933446556,1340115.1834038922
1327.8577431933977,1368878.3657213359
1357.3656930421398,1374984.9752362764
1386.8736428908821,1391660.5863780775
1416.3815927396242,1421471.6254750127
1445.8895425883663,1414801.8860231836
1475.3974924371087,1430049.752864577
1504.9054422858508,1431717.4718092273
1534.4133921345929,1441654.3919243945
1563.921341983335,1442553.0297817974
1593.4292918320773,1435634.597591367
1622.9372416808194,1402417.6131123058
1652.4451915295615,1412840.9877179088
1681.9531413783038,1404828.0488848195
1711.461091227046,1391349.7537190358
1740.969041075788,1374333.4565959724
1770.4769909245304,1377544.6494400224
1799.9849407732725,1361426.4480548098
1829.4928906220146,1333211.937122745
1859.0008404707569,1329058.5847222873
1888.508790319499,1310502.5264478358
1918.016740168241,1293164.1025680734
1947.5246900169832,1223272.3590704922
1977.0326398657255,1221729.2657157828
2006.5405897144676,1214247.6344028073
2036.0485395632097,1204003.184463162
2065.556489411952,1189117.6527158944
2095.064439260694,1190862.0538700935
2124.5723891094362,1222062.0558178115
2154.0803389581783,1251835.4109363179
2183.5882888069204,1298828.442306281
2213.096238655663,1321217.2405882983
2242.604188504405,1352655.04783699
2272.112138353147,1320168.892639273
2301.6200882018893,1296802.9366800701
2331.1280380506314,1331987.3276390487
2360.6359878993735,1349894.7277358563
2390.143937748116,1342967.738277969
2419.651887596858,1343965.8331142075
2449.1598374456003,1303955.6736842373
2478.6677872943424,1324900.1619056002
2508.1757371430845,1317324.319756329
2537.6836869918266,1363922.316371946
2567.1916368405687,1396287.6618496566
2596.699586689311,1361415.367507401
2626.2075365380533,1369679.6428656678
2655.7154863867954,1341777.7999547105
2685.2234362355375,1320391.1133722933
2714.7313860842796,1316135.77822169
2744.2393359330217,1317100.4973993474
2773.7472857817643,1313282.2882839735
2803.2552356305064,1284104.8314064501
2832.7631854792485,1280365.5640693912
2862.2711353279906,1292025.9646773671
2891.7790851767327,1250195.2542118707
2921.287035025475,1257951.1283175973
2950.7949848742173,1286882.4973725826
2980.3029347229594,1292153.9268317819
3009.8108845717015,1314875.6321862538
3039.3188344204436,1279094.2693899316
3068.8267842691857,1291751.5795477277
3098.334734117928,1309006.4822403926
3127.84268396667,1283953.8639992534
3157.3506338154125,1298196.7950365795
3186.8585836641546,1302823.2158293633
3216.3665335128967,1269635.1868952457
3245.874483361639,1258274.7572044292
3275.382433210381,1239053.5434122204
3304.890383059123,1284773.0142117285
3334.3983329078656,1243256.6931271937
3363.9062827566077,1216952.8789160554
3393.4142326053498,1225598.358128355
3422.922182454092,1088254.0836758767
3452.430132302834,943425.2696065318
3481.938082151576,817886.8406922949
3511.446032000318,682044.310701535
