t,P
0.0,1668.9817211867176
14.00442232275092,22196.70926841363
28.00884464550184,22196.71805961865
42.01326696825276,20531.27038623704
56.01768929100368,181349.68457209523
70.02211161375459,183800.45893244518
84.02653393650552,1055292.9046671821
98.03095625925643,1106101.0496265872
112.03537858200735,1340229.7957351818
126.03980090475827,1191342.6131080224
140.04422322750918,1190730.8696875859
154.04864555026012,312320.0171986922
168.05306787301103,356374.0454814633
182.05749019576194,122242.98500710589
196.06191251851286,114681.82495134756
210.0663348412638,217733.68885790795
224.0707571640147,429725.6093762146
238.07517948676562,569917.002682724
252.07960180951653,759568.4679932627
266.0840241322675,755200.2831520005
280.08844645501836,650309.3883055269
294.0928687777693,424835.0933000748
308.09729110052024,458238.9601089078
322.1017134232711,268586.2751163268
336.10613574602206,268618.4221634979
350.11055806877295,2400457.2021829514
364.1149803915239,2400330.257023122
378.1194027142748,2133146.4584425515
392.1238250370257,2389704.4583597383
406.12824735977665,2389670.424650889
420.1326696825276,309000.6409091585
434.1370920052785,309000.6397630629
448.1415143280294,308416.1649608321
462.1459366507803,51858.165119184094
476.15035897353124,51997.75151725721
490.1547812962822,828.756312443459
504.15920361903306,1905.272456547615
518.163625941784,1216.4441368424693
532.168048264535,1490011.52795145
546.1724705872858,1642938.1275639245
560.1768929100367,1642938.1264910148
574.1813152327877,1705749.154850662
588.1857375555386,1776370.6874781123
602.1901598782895,287966.8717013284
616.1945822010405,134900.6856907808
630.1990045237914,134923.18929689095
644.2034268465422,126931.2156495401
658.2078491692932,175838.36882004363
672.2122714920441,175447.10070668097
686.216693814795,175491.04718647522
700.2211161375459,175492.4381538378
714.2255384602969,426723.4301593973
728.2299607830478,339859.4792383197
742.2343831057987,346724.0387189598
756.2388054285497,346855.2392790188
770.2432277513005,2114565.2169014392
784.2476500740514,1809755.7101364168
798.2520723968024,1969681.3439354952
812.2564947195533,1962816.9466091057
826.2609170423042,2200133.678299118
840.2653393650552,432399.80703208427
854.2697616878061,430146.4975453306
868.274184010557,735502.5528684261
882.2786063333078,737999.2166485435
896.2830286560588,500909.7748564917
910.2874509788097,500909.7739276322
924.2918733015606,500902.16394194285
938.2962956243116,7839.937325756056
952.3007179470625,17954.144594577552
966.3051402698134,27622.233657233857
980.3095625925644,28079.714972266967
994.3139849153152,28023.578347772087
1008.3184072380661,1373780.989044729
1022.3228295608171,1361169.9558415394
1036.327251883568,1469254.6268460988
1050.331674206319,1468797.1455310658
1064.33609652907,1509949.0825552607
1078.3405188518207,159661.6655352809
1092.3449411745717,164447.5983881501
1106.3493634973227,46292.401383120916
1120.3537858200734,51246.35096414259
1134.3582081428244,16718.072772698437
1148.3626304655754,16390.640334599826
1162.3670527883262,535074.4832684492
1176.3714751110772,643413.7484611671
1190.3758974338282,772329.0667910711
1204.380319756579,765973.9512034884
1218.38474207933,800366.795806117
1232.389164402081,527542.0168854194
1246.3935867248317,419281.77549249487
1260.3980090475827,292367.8182632066
1274.4024313703337,292100.5119751231
1288.4068536930845,257680.5690131929
1302.4112760158355,7037.358724228238
1316.4156983385865,329497.3679775153
1330.4201206613373,330129.3542706697
1344.4245429840882,359256.59396940144
1358.428965306839,635487.2044955569
1372.43338762959,652934.5939778219
1386.437809952341,519940.18307805655
1400.4422322750918,512707.5620882685
1414.4466545978428,486065.28564921115
1428.4510769205938,210371.57195247794
1442.4554992433445,438597.6998279458
1456.4599215660955,249053.07767463056
1470.4643438888465,768496.5703019726
1484.4687662115973,766010.3701852321
1498.4731885343483,765490.5599546492
1512.4776108570993,633177.8541840117
1526.48203317985,669862.3246759818
1540.486455502601,222472.447926959
1554.490877825352,222666.923367493
1568.4953001481028,222650.3118104484
1582.4997224708538,109287.71364629656
1596.5041447936048,74034.52930804803
1610.5085671163556,3141.6554332556784
1624.5129894391066,2959.297369813352
1638.5174117618576,2958.82161936219
1652.5218340846084,2958.82161936219
1666.5262564073594,1527.5354656406346
