t,P
0.0,521306.42627036874
22.015332942927472,697533.2179754666
44.030665885854944,702436.7169563812
66.04599882878242,941081.8840735656
88.06133177170989,941081.8840735657
110.07666471463736,729678.8416548085
132.09199765756483,708806.9072563776
154.1073306004923,709572.7928638802
176.12266354341978,917374.8719816464
198.13799648634725,940127.8070255395
220.15332942927472,845761.5942773242
242.1686623722022,865278.6913361826
264.18399531512966,642676.1654082873
286.19932825805716,770033.0104873084
308.2146612009846,864756.5764769029
330.2299941439121,1059885.3974792452
352.24532708683955,1291019.4814268006
374.26066002976705,1436505.609451678
396.2759929726945,1339672.2048541969
418.291325915622,1257811.6258973142
440.30665885854944,1427880.36581611
462.32199180147694,1557977.3057287969
484.3373247444044,1430620.4606497758
506.3526576873319,1263115.6426850755
528.3679906302593,1067986.8216827333
550.3833235731868,1054044.1945683036
572.3986565161143,932997.6363875895
594.4139894590418,1229338.6820986168
616.4293224019692,1233028.2485748823
638.4446553448967,1207945.1018337829
660.4599882878242,1128564.0934089995
682.4753212307517,1128564.0934089995
704.4906541736791,1128564.0934089995
726.5059871166065,1983694.3959871996
748.5213200595341,1916878.965339724
770.5366530024615,2066317.4669904266
792.551985945389,1775125.4711927553
814.5673188883164,1782352.6729854548
836.582651831244,1675318.7978322909
858.5979847741714,2118358.0797674214
880.6133177170989,2132155.7923830934
902.6286506600263,2132155.7923830934
924.6439836029539,1732833.4527662084
946.6593165458813,1994281.9463524558
968.6746494888088,1614811.9713668327
990.6899824317362,1828326.7877378203
1012.7053153746638,1848562.8683805354
1034.7206483175912,2072171.7995049155
1056.7359812605187,1854101.4812185194
1078.751314203446,1840303.7686028474
1100.7666471463735,1906434.71709648
1122.781980089301,1514010.5731606532
1144.7973130322287,1124253.5647775992
1166.812645975156,1246760.7474706303
1188.8279789180835,992505.1790092184
1210.843311861011,961352.330097539
1232.8586448039384,675371.0849088527
1254.8739777468659,417843.8681206604
1276.8893106897933,490497.9478051306
1298.9046436327208,489654.85790116456
1320.9199765756484,426271.0388756768
1342.9353095185759,418272.749208101
1364.9506424615033,304785.4182766238
1386.9659754044308,846499.6813028107
1408.9813083473582,986329.1502673159
1430.9966412902857,995701.6612721253
1453.011974233213,961501.3417343907
1475.0273071761408,956902.0440048228
1497.0426401190682,1236406.3987625458
1519.0579730619957,1244574.4356657455
1541.073306004923,1229739.3283369748
1563.0886389478505,1218509.300948412
1585.103971890778,570217.0121748061
1607.1193048337054,715105.1995303443
1629.1346377766329,800396.787226405
1651.1499707195605,1039570.5689175692
1673.165303662488,971515.786962667
1695.1806366054154,626723.5736152774
1717.1959695483429,841161.8799037316
1739.2113024912703,1254028.017493248
1761.2266354341978,1463052.8539441815
1783.2419683771252,2093751.722022994
1805.2573013200526,1813684.5776687702
1827.2726342629803,2053263.0949753937
1849.2879672059078,1987164.204951342
1871.3033001488352,2130539.9469437837
1893.3186330917626,2130539.9469437837
1915.33396603469,1990789.6397324824
1937.3492989776175,1660672.7780837303
1959.364631920545,1451647.9416327968
1981.3799648634724,1647220.504671583
2003.3952978064,1741044.4658386786
2025.4106307493275,1805586.6893457682
2047.425963692255,1632511.797678656
2069.4412966351824,1510794.953040221
2091.45662957811,1510794.953040221
2113.4719625210373,1675100.41189877
2135.487295463965,1810324.8395275918
2157.502628406892,2302165.9906424647
2179.51796134982,2191906.56126196
2201.533294292747,2093432.0881290447
2223.5486272356748,1818095.7261440456
2245.563960178602,1818095.7261440456
2267.5792931215296,1986104.2815888247
2289.5946260644573,2051090.8670047242
2311.6099590073845,1804021.3377792353
2333.625291950312,1649624.8753064906
2355.6406248932394,1157783.7241916177
2377.655957836167,462998.7413409871
2399.6712907790943,950222.9159698107
2421.686623722022,1295089.5939030182
2443.7019566649496,1766672.844678952
2465.717289607877,2302157.867214163
2487.7326225508045,2468574.333720507
2509.7479554937318,2965888.97711254
2531.7632884366594,3240678.5233158343
2553.7786213795866,3240678.5233158343
2575.7939543225143,3219451.504429372
2597.8092872654415,2732227.3298005485
2619.824620208369,2263912.174337757
