t,P
0.0,36287.524044943
24.427871273121923,92017.31675176173
48.855742546243846,55729.79270681873
73.28361381936577,277555.6324286302
97.71148509248769,333582.5196925736
122.13935636560961,56026.89150253164
146.56722763873154,305.0717429695966
170.99509891185346,1103.5948617984182
195.42297018497538,47693.63976068457
219.8508414580973,63969.45676634648
244.27871273121923,33858.231416268834
268.70658400434115,2010215.825308944
293.1344552774631,5282181.468966639
317.562326550585,3288831.3645761954
341.9901978237069,83.57885969998853
366.41806909682884,6039.338785378308
390.84594036995077,7005.16446946926
415.2738116430727,3257.485947289663
439.7016829161946,80434.34812860412
464.12955418931654,304239.29410129215
488.55742546243846,332629.11307257676
512.9852967355604,111530.30342504695
537.4131680086823,15445.851294994132
561.8410392818042,10629.014348873157
586.2689105549262,351.8167357325316
610.6967818280481,179.01775568483384
635.12465310117,27556.63108499019
659.5525243742919,1450814.100525293
683.9803956474138,1423267.4529498897
708.4082669205358,3.5682235588139264
732.8361381936577,3796427.6981655518
757.2640094667796,4082327.909394913
781.6918807399015,385922.1958674942
806.1197520130235,741502.6791256097
830.5476232861454,642058.6789374969
854.9754945592673,2206403.8307232135
879.4033658323892,2205838.107527308
903.8312371055111,12.260872343429211
928.2591083786331,205250.27472062214
952.686979651755,208037.6751228367
977.1148509248769,2820.1007260008532
1001.5427221979988,1748750.5901459984
1025.9705934711208,1995690.4058721343
1050.3984647442426,461445.10495485674
1074.8263360173646,730007.2799359737
1099.2542072904864,515546.7127645789
1123.6820785636085,1831.7848492718792
1148.1099498367303,34499.2563673026
1172.5378211098523,48283.56605287547
1196.965692382974,16613.974376442726
1221.3935636560961,71778.53379355042
1245.821434929218,133527.30465848252
1270.24930620234,65878.32089271014
1294.6771774754618,9560.819493731138
1319.1050487485838,103896.355708051
1343.5329200217056,100685.87527959349
1367.9607912948277,116599.21620020403
1392.3886625679495,113383.97539732826
1416.8165338410715,1527.2241502625654
1441.2444051141933,320178.14779756556
1465.6722763873154,318666.3734570604
1490.1001476604372,647410.8639848637
1514.5280189335592,665758.0764475908
1538.955890206681,251325.1846011551
1563.383761479803,260373.4388625039
1587.8116327529249,51190.014265103004
1612.239504026047,23794.5475410271
1636.6673752991687,122421.62345500162
1661.0952465722908,133096.0258107103
1685.5231178454126,10674.402355708673
1709.9509891185346,25193.849065772753
1734.3788603916564,25206.99230116705
1758.8067316647785,8720.266825548912
1783.2346029379003,8801.174301453982
1807.6624742110223,120.39943649735082
1832.090345484144,156020.76608383853
1856.5182167572661,157495.88401039504
1880.946088030388,34050.07904621344
1905.37395930351,32733.102004769855
1929.8018305766318,2321.5299821403746
1954.2297018497538,2137.04037182948
1978.6575731228756,2262.8321174701537
2003.0854443959977,87480.50812102418
2027.5133156691195,85243.47578193052
2051.9411869422415,25.799778376499575
2076.3690582153636,184.64125612737914
2100.796929488485,206.08496653345958
2125.224800761607,6446.323977678814
2149.652672034729,1583729.9239135948
2174.0805433078513,1719943.1723658005
2198.508414580973,142638.12871947838
2222.936285854095,2239.132682639266
2247.364157127217,219009.31745849224
2271.792028400339,222827.71564028194
2296.2198996734605,563685.4090864576
2320.6477709465826,577899.094451196
2345.0756422197046,37238.60247550754
2369.5035134928266,164629.59528920223
2393.931384765948,287634.8986563912
2418.3592560390703,442325.35718425823
2442.7871273121923,303627.4478244194
2467.2149985853143,1274.7802536902732
2491.642869858436,23217.859265415245
2516.070741131558,151244.62840415968
2540.49861240468,162547.4577744328
2564.926483677802,42683.03377872394
2589.3543549509236,8162.345143049868
2613.7822262240456,507.0870100806409
2638.2100974971677,7132.4701654934925
2662.6379687702897,49051.64555891183
2687.0658400434113,43365.52149174505
2711.4937113165333,320505.4056552651
2735.9215825896554,396590.97754102654
2760.3494538627774,1099830.9317827763
2784.777325135899,1772518.3126934182
2809.205196409021,750697.9827996662
2833.633067682143,985.77091500239
2858.060938955265,103.962246802525
2882.4888102283867,1399081.5076486159
2906.9166815015087,1449937.476522366
