t,P
0.0,1084509.8423305738
15.981552215068078,1304567.7659627602
31.963104430136156,1304567.7659627602
47.94465664520423,1673622.2817778818
63.92620886027231,2157073.9758789735
79.90776107534039,2516589.8640835593
95.88931329040847,2289150.8202182576
111.87086550547654,2428791.452872945
127.85241772054462,2428791.452872945
143.83396993561269,2015185.5973974164
159.81552215068078,2256418.1482801232
175.79707436574887,2512021.5951047046
191.77862658081693,2332035.7390154153
207.760178795885,2199295.024613036
223.7417310109531,2257201.4698632886
239.72328322602118,2401482.6959028635
255.70483544108924,2209875.3506412627
271.6863876561573,2736754.663494804
287.66793987122537,3174097.537357201
303.6494920862935,2774192.758589242
319.63104430136156,2959924.02790164
335.6125965164296,2770855.3681758083
351.59414873149774,2975499.623276771
367.5757009465658,2678464.702276486
383.55725316163387,2674481.727824635
399.53880537670193,2761975.985092597
415.52035759177,2719451.3485416584
431.5019098068381,2404127.1364141367
447.4834620219062,2695648.9136074074
463.46501423697424,2594428.124767698
479.44656645204236,2780956.5834325226
495.4281186671104,2347451.530952941
511.4096708821785,2640671.214219786
527.3912230972466,2735583.7595560034
543.3727753123146,2538371.4664322995
559.3543275273827,2283187.57157125
575.3358797424507,2383882.5786151653
591.3174319575189,2307471.46777412
607.298984172587,2296670.102621443
623.280536387655,2470026.1096965047
639.2620886027231,2733919.238522223
655.2436408177912,2340818.098588495
671.2251930328592,2276506.521639796
687.2067452479273,2427062.049244545
703.1882974629955,2418555.2044518604
719.1698496780635,2195841.5356730702
735.1514018931316,1919345.1735739098
751.1329541081997,1590032.611429317
767.1145063232677,1516954.4663810777
783.0960585383358,1469783.7187141674
799.0776107534039,1683414.7520554776
815.0591629684719,1403635.7794219132
831.04071518354,1388901.784494745
847.0222673986082,1230356.644065314
863.0038196136762,1230356.644065314
878.9853718287443,1614355.4368175156
894.9669240438124,1800032.3543595637
910.9484762588804,1756120.1040256678
926.9300284739485,1417547.5405467646
942.9115806890165,1454270.5502942316
958.8931329040847,1948009.0657492694
974.8746851191528,2069975.5421305029
990.8562373342209,2363094.9451652216
1006.8377895492889,2683691.443450225
1022.819341764357,2614157.2567346822
1038.8008939794252,2702939.6520012785
1054.782446194493,2866497.6760462844
1070.7639984095613,3164715.67074802
1086.7455506246292,3242109.1320880167
1102.7271028396974,2879595.73370621
1118.7086550547654,2448907.28277863
1134.6902072698335,2093669.0835244742
1150.6717594849015,1773072.5852394707
1166.6533116999697,1719032.7690296243
1182.6348639150378,1767421.7666808967
1198.6164161301058,1360969.6722781402
1214.597968345174,1062751.6775764043
1230.579520560242,714498.2173599612
1246.56107277531,801316.0994394324
1262.542624990378,848809.2827763901
1278.5241772054462,1028852.706027259
1294.5057294205144,1370438.7810344575
1310.4872816355823,1110013.9912076448
1326.4688338506505,787165.6807477274
1342.4503860657185,1422239.1800147858
1358.4319382807867,1422239.1800147858
1374.4134904958546,1456834.9772456593
1390.3950427109228,1238791.978092957
1406.376594925991,1642730.203976858
1422.358147141059,1810410.446898757
1438.339699356127,1793275.3220117823
1454.321251571195,2287850.8072831137
1470.3028037862632,2730466.4622070207
1486.2843560013312,2110309.976602675
1502.2659082163993,2396058.8161822697
1518.2474604314673,2361463.0189513965
1534.2290126465355,2637181.9741812856
1550.2105648616036,2511867.9020331088
1566.1921170766716,2458828.041015765
1582.1736692917398,2358380.537670841
1598.1552215068077,2111340.8580898494
1614.136773721876,1948822.053347271
1630.1183259369438,2340170.7085512597
1646.099878152012,2206023.2670226004
1662.08143036708,2527510.163878068
1678.0629825821482,2251791.2086481787
1694.0445347972163,2256905.9557443904
1710.0260870122843,1962222.150588966
1726.0076392273525,1738218.7038136665
1741.9891914424204,1490682.8981233265
1757.9707436574886,1417099.705875979
1773.9522958725565,1395530.0862910328
1789.9338480876247,1471442.4454480608
1805.915400302693,1481280.1931751827
1821.8969525177608,2016721.945709693
1837.878504732829,2053463.4092044488
1853.860056947897,2053463.4092044488
1869.8416091629651,2053463.4092044488
1885.823161378033,2053463.4092044488
1901.8047135931013,1846949.7512704676
