t,P
0.0,30168.19062576397
299.337538849388,40309.12257300661
598.675077698776,50374.50441012007
898.012616548164,60555.65682080138
1197.350155397552,60515.68307770873
1496.68769424694,60750.107345880824
1796.025233096328,60747.74401671805
2095.362771945716,60755.66103504636
2394.700310795104,60591.33211964307
2694.037849644492,60519.63897594081
2993.37538849388,60470.44958247829
3292.712927343268,60554.32023541129
3592.050466192656,61068.11993558722
3891.388005042044,60834.58392122942
4190.725543891432,60821.901907047184
4490.0630827408195,60582.88639859579
4789.400621590208,60569.39408346867
5088.738160439596,60497.38259326077
5388.075699288984,59885.733205548815
5687.4132381383715,60028.18158733314
5986.75077698776,60587.705673275515
6286.088315837148,60850.754185173646
6585.425854686536,60978.47595493046
6884.763393535924,61099.47314617871
7184.100932385312,61121.93406084279
7483.4384712347,61531.8167336301
7782.776010084088,61128.88686347487
8082.113548933476,61111.588695774684
8381.451087782863,61045.23914944744
8680.788626632251,60632.31420331901
8980.126165481639,60747.94839563626
9279.463704331029,60417.73811504118
9578.801243180416,60935.58234282958
9878.138782029804,60928.09563795016
10177.476320879192,61099.88019095299
10476.81385972858,62061.235503359945
10776.151398577967,62019.43267398956
11075.488937427355,62028.82970397296
11374.826476276743,61296.3534709303
11674.164015126133,61262.28721584202
11973.50155397552,61198.84824736586
12272.839092824908,60859.764349602694
12572.176631674296,61094.33483028537
12871.514170523684,61139.66764508925
13170.851709373072,61339.670642357036
13470.18924822246,61303.03442224686
13769.526787071847,60835.61738598361
14068.864325921235,60819.73878036808
14368.201864770625,60662.999849643245
14667.539403620012,60846.61485818089
14966.8769424694,61063.92839422346
15266.214481318788,61625.40076658956
15565.552020168176,61998.74916951871
15864.889559017563,61762.19869630002
16164.227097866951,61880.77382591789
16463.56463671634,61808.39683205186
16762.902175565727,62122.96518699259
17062.239714415115,61807.990353617875
17361.577253264502,61570.47851992802
17660.91479211389,61401.10083889854
17960.252330963278,61201.672766002164
18259.58986981267,61377.24108142648
18558.927408662057,61202.72458684105
18858.264947511445,61267.63696140298
19157.602486360833,61281.21914302235
19456.94002521022,61134.71799730706
19756.27756405961,61162.744747666584
20055.615102908996,60996.46063461584
20354.952641758384,60731.04353887675
20654.29018060777,60622.07297617823
20953.62771945716,60747.71426350761
21252.965258306547,61083.850738474684
21552.302797155935,61478.02127463447
21851.640336005323,61568.17716578847
22150.97787485471,61818.38291816951
22450.3154137041,61626.278659662334
22749.652952553486,62091.25816505239
23048.990491402874,62249.66550892487
23348.328030252265,61741.68633988712
23647.665569101653,61811.182507133206
23947.00310795104,61616.20511104628
24246.34064680043,61962.787650496306
24545.678185649816,61838.306872070476
24845.015724499204,61773.461046315715
25144.353263348592,61804.79781853489
25443.69080219798,61403.50411050653
25743.028341047368,61139.17311982147
26042.365879896755,61118.56097490229
26341.703418746143,61010.0579956311
26641.04095759553,60817.8948532701
26940.37849644492,61229.66103690627
27239.716035294306,61266.98406861974
27539.053574143694,61629.9891928736
27838.391112993082,61199.38624863385
28137.72865184247,61108.72320922397
28437.06619069186,61026.06842803255
28736.40372954125,60744.96085083531
29035.741268390637,60617.89283766492
29335.078807240025,60753.29794031708
29634.416346089412,60657.15557767112
29933.7538849388,60717.849580346294
30233.091423788188,61073.16191707601
30532.428962637576,61154.0624081163
30831.766501486964,61627.139748095244
31131.10404033635,61062.08830830969
31430.44157918574,61720.18950542655
31729.779118035127,61423.73972011464
32029.116656884515,61276.93596477119
32328.454195733902,60962.69077111013
32627.79173458329,60617.55579546616
32927.12927343268,60847.824847114636
33226.466812282066,60501.76909623148
33525.80435113145,60794.63338740053
33825.14188998084,60797.26611444259
34124.47942883023,61199.891247301726
34423.81696767962,61173.93967304179
34723.154506529005,61237.039005418104
35022.49204537839,61167.48834830978
35321.82958422778,50948.68166566189
35621.16712307717,40694.047293063464
