t,P
0.0,96234.9913039207
6.973615655163739,96234.99130392191
13.947231310327478,96430.02722152861
20.920846965491215,102611.56139810447
27.894462620654956,3717404.770630447
34.8680782758187,3717792.1534639876
41.84169393098243,3719144.8340528565
48.81530958614617,4318696.5445899395
55.78892524130991,4222869.93160487
62.762540896473645,4222870.03269677
69.7361565516374,4222677.313776205
76.70977220680112,4216517.228383887
83.68338786196486,607764.7328884419
90.6570035171286,632160.6451960355
97.63061917229234,631361.248967751
104.60423482745608,31809.53843066834
111.57785048261982,31401.900713001953
118.55146613778355,31419.79710004286
125.52508179294729,31418.78584181013
132.49869744811105,31398.189167665387
139.4723131032748,25357.47548876636
146.4459287584385,582.8582829333229
153.41954441360224,30.04449727439942
160.39316006876598,968.366541485271
167.36677572392972,981.3075943119534
174.34039137909346,1872.2875548560564
181.3140070342572,58051.34823163938
188.28762268942094,58052.07222141994
195.26123834458468,58052.07216342117
202.23485399974842,58042.65686458601
209.20846965491216,58218.17621484015
216.1820853100759,57281.51931812673
223.15570096523965,57269.524809789706
230.1293166204034,56396.84942837331
237.1029322755671,218.55333177016902
244.07654793073084,64735.37366792436
251.05016358589458,64736.97672145776
258.0237792410583,64736.97754690529
264.9973948962221,211962.43313242824
271.9710105513858,214957.96197352768
278.9446262065496,215049.3625849318
285.9182418617133,215013.11852883577
292.891857516877,215011.04820985184
299.86547317204077,150532.90213477
306.8390888272045,150531.2990812363
313.81270448236825,150531.29825578883
320.78632013753196,3269.6501651755593
327.7599357926957,272.4561765786671
334.73355144785944,180.1086286362712
341.7071671030232,180.05073346882702
348.6807827581869,180.0507334634932
355.6543984133507,272.03408449035913
362.6280140685144,272.03408449035913
369.6016297236782,1528.6579772458922
376.5752453788419,68497.52565937662
383.5488610340056,68562.38745854102
390.52247668916937,68636.95290672258
397.4960923443331,68636.95280114403
404.46970799949685,68636.95434090015
411.44332365466056,68504.72065094823
418.41693930982433,68505.10633901427
425.39055496498804,67250.61066039254
432.3641706201518,482.7221451274548
439.3377862753155,417.86034596310634
446.3114019304793,425.00450409777307
453.285017585643,426.7203603414265
460.2586332408068,924.5762917185016
467.2322488959705,1227.3825440117494
474.2058645511342,1228.9551078419754
481.17948020629797,1706.3257626507634
488.1530958614617,1365.5463300931144
495.12671151662545,86208.53043623414
502.10032717178916,86126.82082991792
509.07394282695293,86125.10526435114
516.0475584821166,87105.21793187983
523.0211741372804,86802.4119353282
529.9947897924442,86800.45370920702
536.9684054476079,86336.2297025972
543.9420211027716,86366.15308838426
550.9156367579353,2210653.9348858143
557.8892524130991,2210654.030147831
564.8628680682629,2210978.599470109
571.8364837234266,2209500.629331447
578.8100993785903,2209500.671161716
585.783715033754,2209500.671135941
592.7573306889178,2209485.3962736083
599.7309463440815,2210877.5012317835
606.7045619992452,1746.7355923406149
613.678177654409,1923.2482477501032
620.6517933095728,1631.3115378836087
627.6254089647365,1631.3115378835844
634.5990246199002,1631.2698090364504
641.5726402750639,2475.884547677775
648.5462559302277,2475.8846293340703
655.5198715853915,1053.8562853713786
662.4934872405552,1053.9111762682214
669.4671028957189,877.3032588420791
676.4407185508826,844.6703545258919
683.4143342060464,844.7383062610675
690.3879498612101,848.5014438306538
697.3615655163738,2209.730914584445
704.3351811715376,2209.73083292815
711.3087968267014,2209.768115225651
718.2824124818651,7605.250906581138
725.2560281370288,7663.062615922952
732.2296437921925,7663.062617155379
739.2032594473563,7662.994665420203
746.1768751025201,7659.231148647343
753.1504907576838,5453.386940929688
760.1241064128475,25272.233602202097
767.0977220680112,26496.036927300083
774.071337723175,21100.507183785507
781.0449533783387,21046.220376256406
788.0185690335024,845513.4295842284
794.9921846886662,845513.4295842284
801.96580034383,845513.4295842284
808.9394159989937,845524.6209892366
815.9130316541574,825705.7743279642
822.8866473093211,824481.9337205687
829.860262964485,824481.9255177028
