t,P
0.0,563499.5592820168
23.486654005031887,948573.9672968301
46.973308010063775,1139921.4854521733
70.45996201509567,909034.4103532296
93.94661602012755,834522.7129616599
117.43327002515944,808208.1497335418
140.91992403019134,766571.2290348248
164.40657803522322,873879.8713937015
187.8932320402551,900337.87258292
211.37988604528698,614415.3889956928
234.8665400503189,680735.0850585952
258.35319405535074,681060.5306395516
281.8398480603827,627636.4441736304
305.32650206541456,737326.6732294568
328.81315607044644,853499.8774054347
352.2998100754783,998413.5610942768
375.7864640805102,1025794.1676172859
399.2731180855421,1051559.1464358675
422.75977209057396,818541.7024246294
446.2464260956059,756925.8273300377
469.7330801006378,1003064.2078727131
493.21973410566966,1080684.876411769
516.7063881107015,1229329.717449913
540.1930421157334,1015588.7866954791
563.6796961207654,1007036.9062434946
587.1663501257972,1014246.5605568646
610.6530041308291,1042703.4761217907
634.1396581358609,1253336.8629877144
657.6263121408929,1232586.5258234804
681.1129661459247,1191737.60765468
704.5996201509566,1137150.1023844187
728.0862741559886,970118.5357301484
751.5729281610204,942988.1263200201
775.0595821660523,1135936.443031386
798.5462361710842,1132209.9854809816
822.0328901761161,1123886.2555195438
845.5195441811479,1032206.3128234332
869.0061981861799,848719.2268747116
892.4928521912118,922249.4024540058
915.9795061962436,1149320.3282071846
939.4661602012756,1231198.4826032575
962.9528142063074,1099382.0525553725
986.4394682113393,1241825.0109583768
1009.9261222163711,892599.8130421094
1033.412776221403,740721.0255951884
1056.899430226435,885940.4342713107
1080.3860842314668,764856.7753077806
1103.8727382364987,1058644.8436321632
1127.3593922415307,1162593.5130368455
1150.8460462465625,1179752.5520072663
1174.3327002515944,1481437.667879844
1197.8193542566262,1617990.7548267148
1221.3060082616582,1585511.8777742053
1244.79266226669,1394481.6582914547
1268.2793162717219,1183398.077362958
1291.765970276754,1111829.047932302
1315.2526242817858,1184395.6377436267
1338.7392782868176,1223883.0692473305
1362.2259322918494,1167987.310319527
1385.7125862968815,848876.505554627
1409.1992403019133,1046773.2870439705
1432.685894306945,1028807.0959879133
1456.1725483119772,1044481.9738845611
1479.659202317009,1158819.6187734532
1503.1458563220408,843467.8356761034
1526.6325103270726,1402970.1537156801
1550.1191643321047,1338166.7484622854
1573.6058183371365,1336346.3977218035
1597.0924723421683,1463947.4444491272
1620.5791263472004,981009.1750682967
1644.0657803522322,887392.2513560343
1667.552434357264,853829.7733357429
1691.0390883622958,816676.7729422108
1714.525742367328,693708.7083639174
1738.0123963723597,755213.477176908
1761.4990503773915,733721.0514154722
1784.9857043824236,1023325.8490833114
1808.4723583874554,1124361.68833875
1831.9590123924872,1269700.6022588334
1855.445666397519,1329849.9286835992
1878.932320402551,1112620.152017329
1902.418974407583,1085019.8130674465
1925.9056284126148,927454.1868652068
1949.3922824176468,938420.051790241
1972.8789364226786,754469.6637921524
1996.3655904277105,767731.4309240128
2019.8522444327423,794827.9026001783
2043.3388984377743,767101.5348544987
2066.825552442806,990508.2693381892
2090.312206447838,1224022.0249989394
2113.79886045287,1093759.3148197543
2137.2855144579016,1028250.5505522832
2160.7721684629337,828623.8139052493
2184.2588224679657,840272.023303814
2207.7454764729973,870144.665655993
2231.2321304780294,1145222.1699067936
2254.7187844830614,1075688.7711623367
2278.205438488093,921330.1453149694
2301.692092493125,1156325.6086090773
2325.178746498157,1192047.0845272767
2348.6654005031887,1216942.8217596482
2372.1520545082208,1333220.461350536
2395.6387085132524,1281936.1524105812
2419.1253625182844,1029046.0242753959
2442.6120165233165,1106607.5203261813
2466.098670528348,991674.005485622
2489.58532453338,773860.579201756
2513.071978538412,770575.2654323862
2536.5586325434438,1108760.7797575404
2560.045286548476,1115271.8894004298
2583.531940553508,1196362.3809218612
2607.0185945585395,1561448.8272797237
2630.5052485635715,1163557.9511790494
2653.9919025686036,1090501.6167480808
2677.478556573635,1221096.713053687
2700.965210578667,896443.4240674471
2724.451864583699,922682.8532736489
2747.938518588731,979372.3871824553
2771.425172593763,899960.7434498506
2794.9118265987945,693492.1703121938
