t,P
0.0,605502.3479901328
29.473652737540743,873635.1694258135
58.947305475081485,1140743.4192678933
88.42095821262222,1154934.3352465895
117.89461095016297,1045946.7004488966
147.36826368770372,1075103.9403437583
176.84191642524445,1092488.777763745
206.31556916278518,1233938.3460068684
235.78922190032594,1277172.942067148
265.2628746378667,1194170.0317790438
294.73652737540743,1202460.6258062434
324.21018011294814,1079572.939587475
353.6838328504889,1070000.8450449812
383.15748558802966,1076866.2184645762
412.63113832557036,996382.0544230083
442.1047910631111,902671.8088533583
471.5784438006519,934261.490698141
501.0520965381926,966595.8779205503
530.5257492757333,988910.4996574784
559.9994020132741,1052184.230122063
589.4730547508149,963760.9110136767
618.9467074883556,981706.0996296924
648.4203602258963,1016939.5973727468
677.894012963437,978002.0014415409
707.3676657009778,1026422.9463502845
736.8413184385186,1128848.8667990412
766.3149711760593,1098906.8519420372
795.7886239136001,1053306.9024281148
825.2622766511407,1068428.4313150002
854.7359293886815,982165.8811907857
884.2095821262222,1142152.072996598
913.683234863763,1289225.6986445787
943.1568876013038,1322068.8155090963
972.6305403388445,1245132.0979765856
1002.1041930763852,1190807.901427081
1031.577845813926,1133471.7017107073
1061.0514985514667,1191142.4827712723
1090.5251512890075,1292751.3816353027
1119.9988040265482,1085620.9929183098
1149.472456764089,1017877.1469906785
1178.9461095016297,911097.4515357148
1208.4197622391705,764766.351395547
1237.8934149767113,849562.3034315311
1267.3670677142518,896639.4826960833
1296.8407204517925,929682.7840318633
1326.3143731893333,1085342.124450559
1355.788025926874,1271402.3605677683
1385.2616786644148,1290998.0633884752
1414.7353314019556,1269990.8112330425
1444.2089841394964,1170470.8517743493
1473.682636877037,1143075.0619518145
1503.1562896145779,1064524.7879893775
1532.6299423521186,1105932.64171599
1562.1035950896594,1142744.547692073
1591.5772478272002,984559.7757814531
1621.050900564741,1010080.0863326567
1650.5245533022814,944648.404882134
1679.9982060398222,896357.2695222804
1709.471858777363,988914.0461855205
1738.9455115149037,997343.6318372884
1768.4191642524445,1046422.1373492043
1797.8928169899852,1103898.156217611
1827.366469727526,939854.8383819396
1856.8401224650668,807990.985649512
1886.3137752026075,822098.0415460782
1915.7874279401483,962006.6675216405
1945.261080677689,989300.3204872414
1974.7347334152298,1068356.3584635823
2004.2083861527703,1058023.4170413748
2033.682038890311,853348.1170841083
2063.155691627852,927753.6751112136
2092.6293443653926,1057174.6663600702
2122.1029971029334,1081913.9235864256
2151.576649840474,1173267.9817806594
2181.050302578015,1125476.155169087
2210.5239553155557,1077581.2217403557
2239.9976080530964,1005061.6227545524
2269.471260790637,890121.1808303902
2298.944913528178,915043.9936420906
2328.4185662657187,847254.339067242
2357.8922190032595,1002067.6606963102
2387.3658717408002,1144737.7492235897
2416.839524478341,1129102.4735700102
2446.3131772158818,1084178.9593059134
2475.7868299534225,914637.9143848764
2505.2604826909633,847344.4512153286
2534.7341354285036,795079.8792312609
2564.2077881660443,827655.3205181665
2593.681440903585,960519.120323521
2623.155093641126,951609.6175644295
2652.6287463786666,948119.52719134
2682.1023991162074,1052320.1080322508
2711.576051853748,1069346.4042585976
2741.049704591289,1224299.0846052777
2770.5233573288297,1272024.0000493957
2799.9970100663704,1238379.0605450505
2829.470662803911,1131707.8259825292
2858.944315541452,1073428.327893836
2888.4179682789927,1133404.4835844198
2917.8916210165335,1091171.6082262935
2947.365273754074,1156572.6007382653
2976.838926491615,983769.8568878626
3006.3125792291557,970175.7985728837
3035.7862319666965,942952.1168468108
3065.2598847042373,1062426.4842883304
3094.733537441778,1156269.9863905786
3124.207190179319,1171975.433061108
3153.6808429168595,1241842.3164908357
3183.1544956544003,1065527.9752928768
3212.628148391941,1043795.7354059098
3242.101801129482,1081751.8175499944
3271.575453867022,1056069.9654848846
3301.049106604563,1049449.9158915111
3330.5227593421037,1005987.2541749831
3359.9964120796444,905529.2297165163
3389.470064817185,963810.2091406821
3418.943717554726,965688.7913230243
3448.4173702922667,979021.7556412576
3477.8910230298075,988263.3962233387
3507.364675767348,683559.0725511794
